1	81	-1	-1	90	0	0	10	0	1	200	0	200	-320	-275	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
2	81	-1	-1	70	0	0	10	0	1	200	0	200	-320	-295	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
3	81	-1	-1	60	0	0	10	0	1	200	0	200	-320	-290	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
4	81	-1	-1	0	0	0	10	0	1	200	0	200	-64	-58	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
5	81	-1	-1	40	0	0	10	0	1	200	0	200	-80	-60	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
6	81	-1	-1	190	0	0	20	0	1	200	0	200	-460	-470	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
7	81	-1	-1	10	0	0	10	0	1	200	0	200	-90	-90	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	
8	81	-1	-1	30	0	0	10	0	1	200	0	200	-70	-90	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
9	81	-1	-1	120	0	0	20	0	1	200	0	200	-320	-290	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
10	81	-1	-1	80	0	0	10	0	1	200	0	200	-320	-285	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
11	81	-1	-1	140	0	0	47	0	1	80	0	200	-320	-320	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
12	81	-1	-1	300	0	0	15	0	1	200	0	200	-330	-310	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
13	81	-1	-1	250	0	0	12	0	1	150	0	200	-320	-300	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
14	81	-1	-1	330	0	0	8	0	1	200	0	200	-320	-280	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	
15	84	-1	84	5030	0	5000	25	0	25	100	0	200	-42	55	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3610	12	100	15	10	0	1	1	橙色武器
16	84	-1	84	5630	0	5600	25	0	25	100	0	200	-42	55	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3160	12	100	-62	-529	0	1	1	紫色史诗武器
17	84	-1	84	5150	0	5120	25	0	25	100	0	200	-42	55	0	0	0	0	1	0	0	1	-1	1	0	0	1	1	0	1	1	0	84	3100	12	100	-62	-529	0	1	1	红色武器
