;星火世界								
星火魔域	499	499	恐怖巨虫	499	30	15	0	168
星火魔域	499	499	变异钳虫	499	30	15	0	168
星火魔域	499	499	异变钳虫	499	30	15	0	168
星火魔域	499	499	变异盔甲虫	499	30	15	0	168
星火魔域	499	499	魔甲蜘蛛	499	30	15	0	168
星火魔域	499	499	烈风雕像	499	30	15	0	168
星火魔域	499	499	疯狂蓝蛛	499	30	15	0	168
星火魔域	499	499	魔血金刚	499	30	15	0	168
星火魔域	499	499	恐怖巨虫	499	30	15	0	168
星火魔域	499	499	变异钳虫	499	30	15	0	168
星火魔域	499	499	异变钳虫	499	30	15	0	168
星火魔域	499	499	变异盔甲虫	499	30	15	0	168
星火魔域	499	499	魔甲蜘蛛	499	30	15	0	168
星火魔域	499	499	烈风雕像	499	30	15	0	168
星火魔域	499	499	疯狂蓝蛛	499	30	15	0	168
星火魔域	499	499	魔血金刚	499	30	15	0	168
星火魔域	499	499	恐怖巨虫	499	30	15	0	168
星火魔域	499	499	变异钳虫	499	30	15	0	168
星火魔域	499	499	异变钳虫	499	30	15	0	168
星火魔域	499	499	变异盔甲虫	499	30	15	0	168
星火魔域	499	499	魔甲蜘蛛	499	30	15	0	168
星火魔域	499	499	烈风雕像	499	30	15	0	168
星火魔域	499	499	疯狂蓝蛛	499	30	15	0	168
星火魔域	499	499	魔血金刚	499	30	15	0	168
								
星火魔域	499	499	古代钳虫	499	80	15	0	241
星火魔域	499	499	奇异石碑	499	80	15	0	241
星火魔域	499	499	变异蝎卫	499	80	15	0	241
星火魔域	499	499	万妖战神	499	80	15	0	241
星火魔域	499	499	蚁族战士	499	80	15	0	241
星火魔域	499	499	烈风卫士	499	80	15	0	241
星火魔域	499	499	痛苦红蛛	499	80	15	0	241
星火魔域	499	499	寒血僵尸	499	80	15	0	241
								
星火魔域	499	499	嗜血蛆虫	500	30	15	0	243
星火魔域	499	499	杀戮鬼虫	500	30	15	0	243
星火魔域	499	499	阎罗战士	500	30	15	0	243
星火魔域	499	499	火焰巨兽	500	30	15	0	243
星火魔域	499	499	厄运勇士	500	30	15	0	243
星火魔域	499	499	赤炎战将	500	30	15	0	243
星火魔域	499	499	魔灵赤蛇	500	30	15	0	243
星火魔域	499	499	天堂虎蛇	500	30	15	0	243
星火魔域	499	499	恶灵楔蛾	500	30	15	0	243
星火魔域	499	499	冥河僵尸	500	30	15	0	243
星火魔域	499	499	天蓬鹰王	500	30	15	0	243
星火魔域	499	499	御魔甲虫	500	30	15	0	243
星火魔域	499	499	鬼灵鼠王	500	30	15	0	243
星火魔域	499	499	凶神弓手	500	30	15	0	243
星火魔域	499	499	冥界虫王	500	30	15	0	243
								
星火魔域	225	629	古代邪恶钳虫	30	5	30	0	241
星火魔域	225	629	超级毒兽	30	5	30	0	241
星火魔域	225	629	多角虫王	30	5	30	0	241
星火魔域	225	629	魔射手	30	5	30	0	241
星火魔域	225	629	匹格英豪	30	5	30	0	241
星火魔域	225	629	烈风圣殿卫士	30	5	30	0	241
星火魔域	225	629	圣殿蛛王	30	5	30	0	241
星火魔域	225	629	花吻蛛王	30	5	30	0	241
								
星火魔域	890	313	古代邪恶钳虫	30	5	30	0	241
星火魔域	890	313	超级毒兽	30	5	30	0	241
星火魔域	890	313	多角虫王	30	5	30	0	241
星火魔域	890	313	魔射手	30	5	30	0	241
星火魔域	890	313	匹格英豪	30	5	30	0	241
星火魔域	890	313	烈风圣殿卫士	30	5	30	0	241
星火魔域	890	313	圣殿蛛王	30	5	30	0	241
星火魔域	890	313	花吻蛛王	30	5	30	0	241
								
星火魔域	611	793	古代邪恶钳虫	30	5	30	0	241
星火魔域	611	793	超级毒兽	30	5	30	0	241
星火魔域	611	793	多角虫王	30	5	30	0	241
星火魔域	611	793	魔射手	30	5	30	0	241
星火魔域	611	793	匹格英豪	30	5	30	0	241
星火魔域	611	793	烈风圣殿卫士	30	5	30	0	241
星火魔域	611	793	圣殿蛛王	30	5	30	0	241
星火魔域	611	793	花吻蛛王	30	5	30	0	241
								
星火世界	925	620	异秘使者[世界]	1	1	240	0	249
星火世界	706	463	腥红异形[世界]	1	1	240	0	249
								
星火世界	753	153	罪恶战士	1	1	240	0	249
星火世界	337	555	暗黑魔导师	1	1	240	0	249
								
绿荫小镇	52	48	食腐蜈蚣	52	100	1	0	215
绿荫小镇	52	48	变异巨蜂	52	100	1	0	215
;绿荫小镇	52	48	恐怖巨虫	52	20	15	0	168
;绿荫小镇	52	48	古代钳虫	52	5	30	0	241
								
绿荫小径	125	80	食腐蜈蚣	125	90	1	0	215
绿荫小径	125	80	变异巨蜂	125	90	1	0	215
绿荫小径	125	80	恐怖巨虫	125	90	15	0	168
绿荫小径	125	80	古代钳虫	125	40	10	0	241
绿荫小径	125	80	古代邪恶钳虫	125	20	30	0	245
								
绿荫幽森	45	42	恐怖巨虫	45	25	15	0	168
绿荫幽森	45	42	古代钳虫	45	15	30	0	241
绿荫幽森	45	42	古代邪恶钳虫	45	15	30	0	245
绿荫幽森	45	42	嗜血蛆虫	45	1	30	0	243
绿荫幽森	45	42	赤炎战将	45	1	30	0	243
绿荫幽森	45	42	天蓬鹰王	45	1	30	0	243
								
桃园小镇	122	85	桃园恶轮	122	80	1	0	215
桃园小镇	122	85	变异蜘蛛	122	80	1	0	215
桃园小镇	122	85	变异钳虫	122	50	15	0	168
桃园小镇	122	85	奇异石碑	122	10	30	0	241
								
桃园深处	100	100	桃园恶轮	100	80	1	0	215
桃园深处	100	100	变异蜘蛛	100	80	1	0	215
桃园深处	100	100	变异钳虫	100	40	15	0	168
桃园深处	100	100	奇异石碑	100	10	30	0	241
桃园深处	100	100	超级毒兽	100	5	30	0	245
								
桃园最深处	75	43	变异钳虫	45	7	15	0	168
桃园最深处	75	43	奇异石碑	45	7	30	0	241
桃园最深处	75	43	超级毒兽	45	7	30	0	245
桃园最深处	75	43	杀戮鬼虫	45	1	30	0	243
桃园最深处	75	43	魔灵赤蛇	45	1	30	0	243
桃园最深处	75	43	御魔甲虫	45	1	30	0	243
								
								
青苔腐地	150	150	疯狂钩猫	150	120	1	0	215
青苔腐地	150	150	恐怖耙猫	150	120	1	0	215
青苔腐地	150	150	异变钳虫	150	40	15	0	168
青苔腐地	150	150	变异蝎卫	150	15	30	0	241
								
亡灵腐地	200	200	疯狂钩猫	200	250	1	0	215
亡灵腐地	200	200	恐怖耙猫	200	250	1	0	215
亡灵腐地	200	200	异变钳虫	200	80	15	0	168
亡灵腐地	200	200	变异蝎卫	200	30	30	0	241
亡灵腐地	200	200	多角虫王	200	10	30	0	245
								
