无级大血条	0	-200	30	1	34	24	0	114	38	250	105	68	249	145	62	251	200	40	251	360	40	70	150	20	2	5	330	10
精英大血条	1	-200	30	4	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	168	150	20	2	0	0	0
统领大血条	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
初级BOSS大血条	3	-200	30	6	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
中级BOSS大血条	3	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
高级BOSS大血条	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	249	150	20	2	0	0	0
史诗BOSS大血条	6	-200	30	5	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	253	150	20	2	0	0	0
至尊BOSS大血条	7	-200	30	7	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0
世界BOSS大血条	9	-200	30	16	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	250	150	20	2	0	0	0

恐怖巨虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
古代钳虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
变异钳虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
奇异石碑	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
异变钳虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
变异蝎卫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
变异盔甲虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
万妖战神	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
魔甲蜘蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
蚁族战士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
烈风雕像	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
烈风卫士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
疯狂蓝蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
痛苦红蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
魔血金刚	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
寒血僵尸	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
魔皇雕像	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
鳍魔石精	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
死亡鱼苗	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
死亡渔者	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
悲悯虫后	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
悲悯虫王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
恶行小鬼	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
谨慎狼王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
月光地精	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
月光树人	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
毒魔射手	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
魔化黑虎	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
阴森角虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
逃亡窃贼	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
古糜金刚	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
致死天鬼	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
地狱勇士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
黑天收割者	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
遗忘红狼	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
邪恶黑虎	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
刺木蜘蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
恶魔犀牛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
花吻蜘蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
堕落黑熊	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
深渊射手	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
熏黑的厨师	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
遗忘导师	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
遗忘法师	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
极乐斗士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
地狱饿鬼道	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
枯骨毒蛇	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
炸弹战士	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
狂乱血蛙	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
火麟食虫草	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
禁忌蝎蛇	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
禁忌王子	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
亡灵钳虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
异变狐狸	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
千年火蜥	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
寒冰矮人	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
火蚺蜘蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
徘徊的弓兵	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
刑杖蜘蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
行刑蜘蛛	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
致命巨蛾	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
寒冰夜叉	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
月下亡魂	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
月元素象精	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
魔爪异兽	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
熔炉蜗牛王	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
山丘天将	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
山丘沙虫	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
祭羊人	5	-200	30	2	34	24	4	114	38	250	105	68	249	145	62	251	200	40	251	360	40	241	150	20	2	0	0	0
