01:03:02	込込	30	F8	OK
01:07:15	込込	1017	F1	OK
01:08:17	込込	13	F3	OK
01:09:06	込込	13	涙	OK
01:09:06	込込	57	F3	OK
01:09:50	込込	17	F7	OK
01:10:39	牌牌厘	17	F7	OK
01:10:43	牌牌厘	30	F8	OK
01:12:19	牌牌厘	13	F3	OK
01:21:30	牌牌厘	1017	F1	OK
01:22:19	牌牌厘	6	F2	OK
13:14:13	込込	1079	F5	OK
13:14:58	込込	70	Ctrl+F1	OK
17:20:06	込込	1095	F4	OK
19:27:30	込込	1075	F4	OK
19:29:04	込込	22	F3	OK
19:29:37	込込	1075	涙	OK
19:29:37	込込	33	F4	OK
19:29:41	込込	1075	F5	OK
19:30:24	込込	22	涙	OK
19:30:24	込込	58	F3	OK
22:20:09	込込	58	F1	OK
22:47:42	込込	33	涙	OK
22:47:42	込込	1070	F4	OK
23:22:03	込込	1070	涙	OK
23:22:03	込込	1082	F4	OK
23:39:08	込込	1082	涙	OK
23:39:08	込込	8	F4	OK
