09:37:02	込込	1007	涙	OK
09:37:03	込込	1008	F4	OK
11:29:12	込込	22	涙	OK
11:29:12	込込	58	F3	OK
11:29:30	込込	31	Ctrl+F1	OK
11:37:06	込込	58	涙	OK
11:37:06	込込	1005	F3	OK
12:49:34	込込	1004	F8	OK
12:51:16	込込	24	F2	OK
14:10:09	込込	1006	涙	OK
14:10:09	込込	91	F1	OK
14:20:16	込込	11	F1	OK
14:24:14	込込	1004	F4	OK
14:52:40	込込	1009	F8	OK
14:54:26	込込	1018	Ctrl+F1	OK
15:03:16	込込	2	F1	OK
15:03:45	込込	1095	F4	OK
15:41:22	込込	1095	涙	OK
15:41:22	込込	17	F4	OK
15:43:19	込込	70	F8	OK
15:46:23	込込	6	F2	OK
16:13:32	込込	70	Ctrl+F1	OK
16:13:35	込込	70	涙	OK
16:13:35	込込	1018	Ctrl+F1	OK
16:13:40	込込	17	F4	OK
16:55:28	込込	30	F8	OK
16:55:32	込込	17	F7	OK
