00:48:25	込込	41	涙	OK
00:48:25	込込	71	F4	OK
01:02:18	込込	27	涙	OK
01:02:18	込込	43	F1	OK
01:14:54	込込	71	涙	OK
01:14:54	込込	26	F4	OK
01:18:05	込込	43	涙	OK
01:18:05	込込	56	F1	OK
01:36:20	込込	7	Ctrl+F1	OK
01:36:22	込込	12	Ctrl+F2	OK
01:36:32	込込	43	Ctrl+F4	OK
01:38:08	込込	56	涙	OK
01:38:08	込込	1001	F1	OK
01:39:55	込込	1001	涙	OK
01:39:55	込込	204	F1	OK
01:47:18	込込	1095	F8	OK
01:52:24	込込	204	涙	OK
01:52:24	込込	114	F1	OK
12:11:13	込込	72	F4	OK
12:14:17	込込	72	涙	OK
12:14:17	込込	1002	F4	OK
13:20:05	込込	1002	涙	OK
13:20:05	込込	1003	F4	OK
13:37:44	込込	11	F1	OK
13:37:53	込込	23	F2	OK
13:38:01	込込	10	F3	OK
13:38:13	込込	1003	涙	OK
13:38:13	込込	24	F4	OK
13:38:22	込込	33	F5	OK
13:40:22	込込	23	涙	OK
13:40:22	込込	45	F2	OK
13:40:35	込込	10	涙	OK
13:40:35	込込	1003	F3	OK
13:41:37	込込	24	涙	OK
13:41:37	込込	58	F4	OK
13:49:37	込込	58	涙	OK
13:49:37	込込	1004	F4	OK
13:52:29	込込	45	涙	OK
13:52:29	込込	23	F2	OK
13:53:56	込込	23	涙	OK
13:53:56	込込	33	F2	OK
16:31:27	込込	1003	涙	OK
16:31:27	込込	206	F3	OK
16:31:52	込込	33	涙	OK
16:31:52	込込	1005	F2	OK
16:39:30	込込	206	涙	OK
16:39:30	込込	22	F3	OK
17:12:18	込込	1004	涙	OK
17:12:18	込込	1007	F4	OK
17:14:09	込込	11	涙	OK
17:14:09	込込	1004	F1	OK
17:17:52	込込	1005	涙	OK
17:17:52	込込	206	F2	OK
17:24:43	込込	1004	涙	OK
17:24:43	込込	1005	F1	OK
17:25:12	込込	1005	涙	OK
17:25:12	込込	11	F1	OK
17:25:24	込込	206	涙	OK
17:25:24	込込	23	F2	OK
17:26:03	込込	22	涙	OK
17:26:03	込込	10	F3	OK
17:26:15	込込	1007	涙	OK
17:26:15	込込	24	F4	OK
17:26:27	込込	24	涙	OK
17:26:27	込込	33	F4	OK
17:27:15	込込	11	涙	OK
17:27:15	込込	45	F1	OK
17:27:26	込込	33	涙	OK
17:27:26	込込	58	F4	OK
17:27:43	込込	23	涙	OK
17:27:43	込込	1003	F2	OK
17:27:59	込込	10	涙	OK
17:27:59	込込	1004	F3	OK
17:28:11	込込	206	F5	OK
17:28:24	込込	58	涙	OK
17:28:24	込込	1007	F4	OK
17:37:34	込込	45	涙	OK
17:37:34	込込	11	F1	OK
17:40:51	込込	1095	F8	OK
17:45:00	込込	11	涙	OK
17:45:00	込込	23	F1	OK
17:46:02	込込	1004	涙	OK
17:46:02	込込	22	F3	OK
18:06:48	込込	23	涙	OK
18:06:48	込込	10	F1	OK
18:37:15	込込	1007	涙	OK
18:37:15	込込	24	F4	OK
18:48:35	込込	24	涙	OK
18:48:35	込込	33	F4	OK
18:49:22	込込	33	涙	OK
18:49:22	込込	1002	F4	OK
19:14:18	込込	1002	涙	OK
19:14:18	込込	33	F4	OK
21:41:57	込込	1095	F8	OK
21:47:49	込込	1003	F1	OK
21:49:13	込込	1002	F4	OK
22:32:38	込込	1002	涙	OK
22:32:38	込込	58	F4	OK
