01:10:51	込込	6	F2	OK
01:11:07	込込	6	涙	OK
01:11:07	込込	51	F2	OK
03:02:46	込込	71	F4	OK
03:02:58	込込	71	F4	OK
05:37:29	込込	1099	F4	OK
05:39:19	込込	204	F1	OK
05:39:39	込込	114	F4	OK
05:39:43	込込	204	F1	OK
06:11:50	込込	58	F4	OK
06:34:52	込込	58	涙	OK
06:34:52	込込	1095	F4	OK
06:59:52	込込	1073	F8	OK
07:00:13	込込	1072	F1	OK
07:01:26	込込	1017	Ctrl+F1	OK
07:15:31	込込	1095	F4	OK
07:49:56	込込	1073	涙	OK
07:49:56	込込	1086	F8	OK
08:20:45	込込	1072	涙	OK
08:20:45	込込	58	F1	OK
08:20:58	込込	1075	F2	OK
08:21:03	込込	1072	F3	OK
09:27:43	込込	1077	F4	OK
09:35:00	込込	1095	F1	OK
20:05:08	込込	13	F3	OK
20:05:43	込込	57	F2	OK
20:06:15	込込	1095	涙	OK
20:06:15	込込	1078	F1	OK
