22:59:00	込込	1017	涙	OK
22:59:00	込込	66	F1	OK
22:59:04	込込	66	涙	OK
22:59:04	込込	204	F1	OK
22:59:06	込込	66	F2	OK
22:59:08	込込	114	F4	OK
22:59:14	込込	26	F3	OK
22:59:17	込込	114	涙	OK
22:59:17	込込	26	F4	OK
22:59:20	込込	56	F3	OK
23:01:54	込込	1071	F5	OK
23:01:58	込込	114	F6	OK
23:02:55	込込	40	F8	OK
23:03:36	込込	25	F7	OK
23:19:11	込込	204	涙	OK
23:19:11	込込	1001	F1	OK
23:19:29	込込	114	F6	OK
23:19:38	込込	1070	F1	OK
23:19:42	込込	1070	涙	OK
23:19:42	込込	1001	F1	OK
23:19:54	込込	1001	F1	OK
23:38:58	込込	1001	F1	OK
23:39:09	込込	1001	F1	OK
23:42:17	込込	1001	F1	OK
23:42:58	込込	1001	F1	OK
23:44:03	込込	75	F8	OK
23:48:48	込込	26	涙	OK
23:48:48	込込	1070	F4	OK
