02:12:13	込込	30	涙	OK
02:12:13	込込	1008	F7	OK
02:15:02	込込	1008	F7	OK
02:44:46	込込	1095	F4	OK
02:45:51	込込	1095	涙	OK
02:45:51	込込	37	F4	OK
14:00:22	込込	37	F4	OK
14:53:16	込込	25	F3	OK
15:25:52	込込	208	F4	OK
15:32:33	込込	25	涙	OK
15:32:33	込込	43	F3	OK
16:54:47	込込	114	F4	OK
16:57:26	込込	204	F1	OK
17:13:13	込込	1001	F4	OK
17:30:29	込込	1095	F1	OK
17:40:16	込込	1004	F4	OK
17:45:31	込込	41	F2	OK
17:45:43	込込	71	F2	OK
18:07:52	込込	1002	F4	OK
18:11:33	込込	33	F4	OK
18:50:06	込込	11	F1	OK
18:51:20	込込	33	涙	OK
18:51:20	込込	23	F4	OK
18:52:50	込込	22	F3	OK
18:53:33	込込	23	涙	OK
18:53:33	込込	10	F4	OK
18:55:21	込込	10	涙	OK
18:55:21	込込	33	F4	OK
18:56:27	込込	33	涙	OK
18:56:27	込込	209	F4	OK
19:59:25	込込	47	F4	OK
20:00:57	込込	22	涙	OK
20:00:57	込込	33	F3	OK
20:06:20	込込	45	F4	OK
20:09:54	込込	37	F4	OK
20:22:19	込込	205	F4	OK
20:25:55	込込	58	F4	OK
20:45:32	込込	206	F4	OK
20:47:48	込込	1006	F4	OK
20:48:11	込込	31	Ctrl+F8	OK
21:01:39	込込	1005	F4	OK
21:04:07	込込	1003	F4	OK
21:04:49	込込	11	涙	OK
21:04:49	込込	1002	F1	OK
21:06:48	込込	72	F4	OK
21:15:33	込込	48	F4	OK
21:17:18	込込	46	F4	OK
21:17:45	込込	34	F4	OK
22:42:37	込込	2	F1	OK
22:43:19	込込	6	F2	OK
22:48:11	込込	51	F4	OK
22:56:09	込込	13	F3	OK
22:57:15	込込	17	F8	OK
22:58:40	込込	17	涙	OK
22:58:40	込込	30	F8	OK
23:05:40	込込	30	涙	OK
23:05:40	込込	17	F8	OK
23:05:43	込込	30	F7	OK
23:08:26	込込	13	涙	OK
23:08:26	込込	57	F3	OK
23:11:04	込込	202	F3	OK
23:12:02	込込	17	涙	OK
23:12:02	込込	1008	F8	OK
23:21:20	込込	1009	F8	OK
23:34:07	込込	1009	F8	OK
23:35:54	込込	1012	F8	OK
23:44:31	込込	2	涙	OK
23:44:31	込込	203	F1	OK
23:54:14	込込	1010	F4	OK
23:54:36	込込	1011	F3	OK
