蓝色天赋;==================================================================,,
独来独往,在不组队的情况下，对怪物攻击伤害+10%,154
通宵达旦,夜间增加6-6攻魔道，白天减少3-3攻魔道,154
反击风暴,被攻击时，有1%概率完全反击本次伤害,154
聪明绝顶,HP+50点，MP+200点，但角色会变成秃头,154
以杀止杀,每增加1点诅咒，增加1点攻魔道双防,154
欺软怕硬,等级低于自己伤害+10%，等级高于自己伤害-5%,154
访遍名士,查看对方装备增加1点攻魔道双防（最高5点）,154
体弱多病,自身HP-5%，MP-5%，攻魔道增加10点！,154
武林正道,攻击红名玩家时，可以造成25%的额外伤害,154
诅咒之力,被玩家击杀，额外给击杀者增加200点PK值,154
驾鹤西去,死亡后，随机获得1-100万金币，每天3次,154
四大名捕,@zhuizong+名称，可探测玩家，每天限10次,154
复仇之怒,角色死亡后，当天暴击几率额外增加3%！,154
同归于尽,死亡时，对敌人造成15%血量的真实伤害,154
法外狂徒,每杀死一个玩家后，自动减少100点PK值,154
放下屠刀,每次被击杀，自身PK值都会减少300点,154
粉色天赋;==================================================================,,
全胜之势,当自己满血时，造成10%的额外伤害,253
苗疆蛊毒,攻击时，小几率可以使目标中毒，持续7秒,253
越战越勇,根据等级对怪造成额外伤害，每10级+1%,253
奉天承运,幸运+1，血量降低5%，小退后属性生效,253
以暴制暴,激活天赋后，杀人可以增加目标爆率10%,253
目中无人,激活天赋后，可以增加忽视目标防御10%,253
灵魂收割,杀怪回复3%HP和MP，杀人恢复33%HP和MP,253
橙色天赋;==================================================================,,
神之后裔,激活天赋后，可以使人物体力增加10%,116
万寿无疆,被攻击时，有2%的概率格挡本次伤害,116
瘟疫之体,被攻击时，1%的概率使对方中毒30秒,116
一掷千金,携带1千万金币，增加1%伤害（最高5%）,116
起死回生,20%使自己复活（复活后拥有20%血量）,116
怪物猎人,对怪暴击+5%，对怪吸血+5%,116
斗转星移,被攻击时，有2%的概率，麻痹敌人3秒,116
魔神之躯,激活天赋后，可使魔法防御增加25-25！,116
血魔之体,每拥有1000点生命值，可增加5-5双防,116
荆棘之体,被攻击时，有5%的概率，触发伤害反弹,116
避其锋芒,闪避+5，需要小退后生效,116
一代宗师,等级低于你的玩家，对你的伤害减少10%,116
寒霜护盾,被攻击时降低敌人2点攻速和1点施法速度，持续10秒,116
绝处逢生,HP不足20%，有20%概率抵挡本次伤害,116
阴魂不散,被人杀死后，敌人的诅咒+3，持续60秒,116
坚韧不拔,激活天赋后，自身防止全毒几率+10%,116
逃之夭夭,HP不足20%，可使移动速度增加20%,116
红色天赋;==================================================================,,
重剑无锋,攻击速度-1，施法速度-1，攻魔道上限提升12%,249
不怒自威,激活天赋后，可使自身暴击几率增加10%,249
疾风之火,攻击时，攻击速度+1，烈火伤害+7%,249
武圣之力,根据自身最大血量的1%，增加攻魔道防,249
疾风劲火,攻击时，攻击速度+2，烈火伤害+20%,249
走火入魔,攻击速度+1，攻魔道增加3%，双防降低5%,249
众神之力,增加15%攻击伤害,249
睚眦必报,攻击你的敌人，会受到你最大生命值%1的伤害反弹,249
突破极限,满级时，人物等级可以突破75级至76级,249
恶魔契约,对敌人造成110%的伤害，自身同时也受伤,249
哀而不伤,攻击时，伤害可在95%-115%之间波动,249
见招拆招,格挡+5%，HP+5%，需要小退后生效,249
　血崩　,攻击敌人时有5%的概率撕裂敌人，让其血流不止,249
夺命书生,增加烈火剑法，冰咆哮，灵魂火符10%的威力,249
混世魔王,每100点PK值增加1点攻魔道，最高20点,249
示敌以弱,攻击等级高的对手，增加7%的额外伤害,249
背水一战,残血时，几率对敌人造成25%的致命伤害,249
血脉压制,攻击时，降低目标7%的双防，持续7秒,249
破釜沉舟,HP低于30%，3秒内增加30%的伤害,249
百战之躯,被攻击时，几率恢复自身20%的生命值,249
刺客之魂,攻击时，有1%的概率，使自身隐身3秒,249
赤膊上阵,不穿衣服攻击时，可使暴击几率+15%,249
神之守护,激活天赋后，可以使人物体力增加15%,249
